id,name,link,submit_link,submitted_solutions,accuracy,status_link,difficulty
1440,Ppeerrffeecctt Ssqquuaarreess,https://www.codechef.com/problems/PERFSQRS,https://www.codechef.com/submit/PERFSQRS,5,83.33,https://www.codechef.com/status/PERFSQRS,medium
1441,Communication Channel,https://www.codechef.com/problems/COMMCHA,https://www.codechef.com/submit/COMMCHA,5,28.57,https://www.codechef.com/status/COMMCHA,medium
1442,Move the Coins   Creating Tests,https://www.codechef.com/problems/MVCN2TST,https://www.codechef.com/submit/MVCN2TST,6,28.57,https://www.codechef.com/status/MVCN2TST,medium
1443,Chefina and Swaps,https://www.codechef.com/problems/CHEFPART,https://www.codechef.com/submit/CHEFPART,8,40,https://www.codechef.com/status/CHEFPART,medium
1444,Red Black Boolean Expression,https://www.codechef.com/problems/RB2CNF,https://www.codechef.com/submit/RB2CNF,8,55,https://www.codechef.com/status/RB2CNF,medium
1445,Chef and the Combination Lock,https://www.codechef.com/problems/CHEFSSM,https://www.codechef.com/submit/CHEFSSM,9,18.18,https://www.codechef.com/status/CHEFSSM,medium
1446,Chef  Chefina and Restoration,https://www.codechef.com/problems/RESTCH,https://www.codechef.com/submit/RESTCH,10,7.45,https://www.codechef.com/status/RESTCH,medium
1447,The Chosen One,https://www.codechef.com/problems/KGCD,https://www.codechef.com/submit/KGCD,10,15.38,https://www.codechef.com/status/KGCD,medium
1448,Beautiful Walk,https://www.codechef.com/problems/SMTOUR,https://www.codechef.com/submit/SMTOUR,11,12.09,https://www.codechef.com/status/SMTOUR,medium
1449,Permutation Distance,https://www.codechef.com/problems/PERMDIST,https://www.codechef.com/submit/PERMDIST,11,9.72,https://www.codechef.com/status/PERMDIST,medium
1450,A Complex Graph Problem,https://www.codechef.com/problems/COMPLEXG,https://www.codechef.com/submit/COMPLEXG,11,47.83,https://www.codechef.com/status/COMPLEXG,medium
1451,Optimal Memory Address,https://www.codechef.com/problems/UWCOI20G,https://www.codechef.com/submit/UWCOI20G,11,33.33,https://www.codechef.com/status/UWCOI20G,medium
1452,Jumping Fever,https://www.codechef.com/problems/JMPFVR,https://www.codechef.com/submit/JMPFVR,11,48.48,https://www.codechef.com/status/JMPFVR,medium
1453,Special power strings,https://www.codechef.com/problems/SPPSTR,https://www.codechef.com/submit/SPPSTR,11,25.4,https://www.codechef.com/status/SPPSTR,medium
1454,TreeLand Journey,https://www.codechef.com/problems/JRNTREE,https://www.codechef.com/submit/JRNTREE,12,5.51,https://www.codechef.com/status/JRNTREE,medium
1455,Jake and His Halloween challenge,https://www.codechef.com/problems/NINENINE,https://www.codechef.com/submit/NINENINE,12,26.76,https://www.codechef.com/status/NINENINE,medium
1456,Metro,https://www.codechef.com/problems/CLMTRO,https://www.codechef.com/submit/CLMTRO,12,23.81,https://www.codechef.com/status/CLMTRO,medium
1457,Paths,https://www.codechef.com/problems/CLTREE,https://www.codechef.com/submit/CLTREE,12,25.49,https://www.codechef.com/status/CLTREE,medium
1458,Points and Convex Hulls,https://www.codechef.com/problems/CNVX4HUL,https://www.codechef.com/submit/CNVX4HUL,12,19.77,https://www.codechef.com/status/CNVX4HUL,medium
1459,The Frictionless Bisected 2 Dimensional World,https://www.codechef.com/problems/TFB2DW,https://www.codechef.com/submit/TFB2DW,12,37.5,https://www.codechef.com/status/TFB2DW,medium
1460,Optimal Splitting,https://www.codechef.com/problems/OPTSPL,https://www.codechef.com/submit/OPTSPL,12,16,https://www.codechef.com/status/OPTSPL,medium
1461,Edgy,https://www.codechef.com/problems/EDGY,https://www.codechef.com/submit/EDGY,12,25.42,https://www.codechef.com/status/EDGY,medium
1462,Our Enemy does not Tire,https://www.codechef.com/problems/ENETIRE,https://www.codechef.com/submit/ENETIRE,12,46.43,https://www.codechef.com/status/ENETIRE,medium
1463,Dipole Moment,https://www.codechef.com/problems/EXUNF,https://www.codechef.com/submit/EXUNF,12,60,https://www.codechef.com/status/EXUNF,medium
1464,D Function,https://www.codechef.com/problems/DFNC,https://www.codechef.com/submit/DFNC,12,16.09,https://www.codechef.com/status/DFNC,medium
1465,Servers,https://www.codechef.com/problems/SRVR,https://www.codechef.com/submit/SRVR,12,48.15,https://www.codechef.com/status/SRVR,medium
1466,Decorate It,https://www.codechef.com/problems/DCRTIT,https://www.codechef.com/submit/DCRTIT,12,13.54,https://www.codechef.com/status/DCRTIT,medium
1467,Quest for Dragon Balls,https://www.codechef.com/problems/SHENQ,https://www.codechef.com/submit/SHENQ,12,10.17,https://www.codechef.com/status/SHENQ,medium
1468,Random Knapsack,https://www.codechef.com/problems/RANDKNAP,https://www.codechef.com/submit/RANDKNAP,12,13.28,https://www.codechef.com/status/RANDKNAP,medium
1469,Mathison and the cubic tree,https://www.codechef.com/problems/MATCUT,https://www.codechef.com/submit/MATCUT,13,40.78,https://www.codechef.com/status/MATCUT,medium
1470,The Kingdom of Ererraveth,https://www.codechef.com/problems/CLERVT,https://www.codechef.com/submit/CLERVT,13,17.58,https://www.codechef.com/status/CLERVT,medium
1471,Subway Ride,https://www.codechef.com/problems/SUBWAY,https://www.codechef.com/submit/SUBWAY,13,14.95,https://www.codechef.com/status/SUBWAY,medium
1472,Tree Walk,https://www.codechef.com/problems/TREEWLK2,https://www.codechef.com/submit/TREEWLK2,13,12,https://www.codechef.com/status/TREEWLK2,medium
1473,Elephants in a Pond,https://www.codechef.com/problems/ELEPPOND,https://www.codechef.com/submit/ELEPPOND,13,19.44,https://www.codechef.com/status/ELEPPOND,medium
1474,Ada Rooks,https://www.codechef.com/problems/ADAROKS,https://www.codechef.com/submit/ADAROKS,13,29.17,https://www.codechef.com/status/ADAROKS,medium
1475,Winter Is Here,https://www.codechef.com/problems/WINHERE,https://www.codechef.com/submit/WINHERE,13,12.17,https://www.codechef.com/status/WINHERE,medium
1476,Ada Pawns,https://www.codechef.com/problems/ADAPWN,https://www.codechef.com/submit/ADAPWN,13,17.72,https://www.codechef.com/status/ADAPWN,medium
1477,Tweedle Graph,https://www.codechef.com/problems/TWEGRA,https://www.codechef.com/submit/TWEGRA,13,43.33,https://www.codechef.com/status/TWEGRA,medium
1478,What is this  a crossover episode,https://www.codechef.com/problems/COLPOLLY,https://www.codechef.com/submit/COLPOLLY,13,16.05,https://www.codechef.com/status/COLPOLLY,medium
1479,Gru and his Robbery of Mars,https://www.codechef.com/problems/GRUMARS,https://www.codechef.com/submit/GRUMARS,13,27.42,https://www.codechef.com/status/GRUMARS,medium
1480,CCDSAP Exam,https://www.codechef.com/problems/CCDSAP,https://www.codechef.com/submit/CCDSAP,13,18.68,https://www.codechef.com/status/CCDSAP,medium
1481,Swap Sort,https://www.codechef.com/problems/ICM2005,https://www.codechef.com/submit/ICM2005,13,11.27,https://www.codechef.com/status/ICM2005,medium
1482,Safety in Treeland,https://www.codechef.com/problems/SAFETR,https://www.codechef.com/submit/SAFETR,13,21.95,https://www.codechef.com/status/SAFETR,medium
1483,Min Max String,https://www.codechef.com/problems/MINMXSTR,https://www.codechef.com/submit/MINMXSTR,13,14.29,https://www.codechef.com/status/MINMXSTR,medium
1484,Phineas and Marks,https://www.codechef.com/problems/CLMARKS,https://www.codechef.com/submit/CLMARKS,13,23.53,https://www.codechef.com/status/CLMARKS,medium
1485,Chef and Modular Sequence,https://www.codechef.com/problems/CHEFMOD,https://www.codechef.com/submit/CHEFMOD,13,18.42,https://www.codechef.com/status/CHEFMOD,medium
1486,Tree Labelling,https://www.codechef.com/problems/LABEL,https://www.codechef.com/submit/LABEL,14,18.87,https://www.codechef.com/status/LABEL,medium
1487,The New Restaurant,https://www.codechef.com/problems/CIRCLEQ,https://www.codechef.com/submit/CIRCLEQ,14,27.87,https://www.codechef.com/status/CIRCLEQ,medium
1488,Catch Spider Chef,https://www.codechef.com/problems/CATCHSM,https://www.codechef.com/submit/CATCHSM,14,17.95,https://www.codechef.com/status/CATCHSM,medium
1489,Racing Refuels,https://www.codechef.com/problems/REFUELS,https://www.codechef.com/submit/REFUELS,14,14.68,https://www.codechef.com/status/REFUELS,medium
1490,Company Club Membership,https://www.codechef.com/problems/SHDWCMP,https://www.codechef.com/submit/SHDWCMP,14,8.06,https://www.codechef.com/status/SHDWCMP,medium
1491,Pawn Chess,https://www.codechef.com/problems/PWNCHESS,https://www.codechef.com/submit/PWNCHESS,14,10.09,https://www.codechef.com/status/PWNCHESS,medium
1492,Grammar Distance,https://www.codechef.com/problems/GDIST,https://www.codechef.com/submit/GDIST,14,65.22,https://www.codechef.com/status/GDIST,medium
1493,Data Pipelines,https://www.codechef.com/problems/DATAPIPE,https://www.codechef.com/submit/DATAPIPE,14,19.77,https://www.codechef.com/status/DATAPIPE,medium
1494,Digit Bounded Numbers,https://www.codechef.com/problems/INTERVCH,https://www.codechef.com/submit/INTERVCH,14,22.58,https://www.codechef.com/status/INTERVCH,medium
1495,Chef and Alien Invasion,https://www.codechef.com/problems/ALIENCOW,https://www.codechef.com/submit/ALIENCOW,14,16.84,https://www.codechef.com/status/ALIENCOW,medium
1496,Bins in a Circle,https://www.codechef.com/problems/CIRCBIN,https://www.codechef.com/submit/CIRCBIN,14,58.33,https://www.codechef.com/status/CIRCBIN,medium
1497,The Prestige,https://www.codechef.com/problems/XYPRESQ,https://www.codechef.com/submit/XYPRESQ,14,16.04,https://www.codechef.com/status/XYPRESQ,medium
1498,Chef and Rotation,https://www.codechef.com/problems/MTRXOP,https://www.codechef.com/submit/MTRXOP,14,30.19,https://www.codechef.com/status/MTRXOP,medium
1499,Perfect Tree Problem,https://www.codechef.com/problems/PTREE,https://www.codechef.com/submit/PTREE,14,13.52,https://www.codechef.com/status/PTREE,medium
1500,Misplaced Signs,https://www.codechef.com/problems/SWAPSIGN,https://www.codechef.com/submit/SWAPSIGN,14,23.62,https://www.codechef.com/status/SWAPSIGN,medium
1501,GCD Subsequences,https://www.codechef.com/problems/GCDS,https://www.codechef.com/submit/GCDS,14,16.37,https://www.codechef.com/status/GCDS,medium
1502,They are COMING,https://www.codechef.com/problems/THCOM,https://www.codechef.com/submit/THCOM,14,15.63,https://www.codechef.com/status/THCOM,medium
1503,Nearest Color,https://www.codechef.com/problems/COLORDIS,https://www.codechef.com/submit/COLORDIS,14,15.94,https://www.codechef.com/status/COLORDIS,medium
1504,Beauty of Pairs,https://www.codechef.com/problems/BOFP,https://www.codechef.com/submit/BOFP,14,35,https://www.codechef.com/status/BOFP,medium
1505,Magical Menu,https://www.codechef.com/problems/MGICMENU,https://www.codechef.com/submit/MGICMENU,14,33.33,https://www.codechef.com/status/MGICMENU,medium
1506,Equal Median,https://www.codechef.com/problems/EQMD,https://www.codechef.com/submit/EQMD,14,29.91,https://www.codechef.com/status/EQMD,medium
1507,F   Random Strings,https://www.codechef.com/problems/NMN,https://www.codechef.com/submit/NMN,14,6.64,https://www.codechef.com/status/NMN,medium
1508,Magic Permutations,https://www.codechef.com/problems/MAGPER,https://www.codechef.com/submit/MAGPER,14,21.43,https://www.codechef.com/status/MAGPER,medium
1509,Black and White Tree,https://www.codechef.com/problems/BLWHTREE,https://www.codechef.com/submit/BLWHTREE,14,25,https://www.codechef.com/status/BLWHTREE,medium
1510,Direct Segments,https://www.codechef.com/problems/SEGDIR2,https://www.codechef.com/submit/SEGDIR2,14,59.65,https://www.codechef.com/status/SEGDIR2,medium
1511,Cumulative Palindrome Count,https://www.codechef.com/problems/CUPACO,https://www.codechef.com/submit/CUPACO,14,29.82,https://www.codechef.com/status/CUPACO,medium
1512,Escape,https://www.codechef.com/problems/UWCOI20E,https://www.codechef.com/submit/UWCOI20E,14,9.69,https://www.codechef.com/status/UWCOI20E,medium
1513,Chef and Array,https://www.codechef.com/problems/RECNDARY,https://www.codechef.com/submit/RECNDARY,14,34.62,https://www.codechef.com/status/RECNDARY,medium
1514,Mysterious Ratio,https://www.codechef.com/problems/RNDRATIO,https://www.codechef.com/submit/RNDRATIO,14,9.76,https://www.codechef.com/status/RNDRATIO,medium
1515,Cherry and Squares,https://www.codechef.com/problems/CENS20B,https://www.codechef.com/submit/CENS20B,14,24.1,https://www.codechef.com/status/CENS20B,medium
1516,Swarm of Polygons,https://www.codechef.com/problems/SWARM,https://www.codechef.com/submit/SWARM,15,5.54,https://www.codechef.com/status/SWARM,medium
1517,Fun and Functions,https://www.codechef.com/problems/FFUNCT,https://www.codechef.com/submit/FFUNCT,15,31.91,https://www.codechef.com/status/FFUNCT,medium
1518,Number Isomorphism,https://www.codechef.com/problems/ISONUM,https://www.codechef.com/submit/ISONUM,15,13.11,https://www.codechef.com/status/ISONUM,medium
1519,Intervals and subarrays,https://www.codechef.com/problems/ANKINTER,https://www.codechef.com/submit/ANKINTER,15,5.7,https://www.codechef.com/status/ANKINTER,medium
1520,Sereja and Tree,https://www.codechef.com/problems/SEATR,https://www.codechef.com/submit/SEATR,15,40.48,https://www.codechef.com/status/SEATR,medium
1521,In a planet far far away,https://www.codechef.com/problems/KOL1501,https://www.codechef.com/submit/KOL1501,15,15.31,https://www.codechef.com/status/KOL1501,medium
1522,Animesh has a war with tribal leader Malvika,https://www.codechef.com/problems/CHN11,https://www.codechef.com/submit/CHN11,15,7.86,https://www.codechef.com/status/CHN11,medium
1523,King Animesh decides to have a voyage to the sun,https://www.codechef.com/problems/CHN06,https://www.codechef.com/submit/CHN06,15,38.46,https://www.codechef.com/status/CHN06,medium
1524,Rain vs City,https://www.codechef.com/problems/RAINFALL,https://www.codechef.com/submit/RAINFALL,15,25.86,https://www.codechef.com/status/RAINFALL,medium
1525,Sebi and the equation 2,https://www.codechef.com/problems/SEQUAT2,https://www.codechef.com/submit/SEQUAT2,15,12.41,https://www.codechef.com/status/SEQUAT2,medium
1526,Chef and Balanced Polygons,https://www.codechef.com/problems/BALANPOL,https://www.codechef.com/submit/BALANPOL,15,22.73,https://www.codechef.com/status/BALANPOL,medium
1527,Optimal Subset,https://www.codechef.com/problems/OPTSSET,https://www.codechef.com/submit/OPTSSET,15,13.6,https://www.codechef.com/status/OPTSSET,medium
1528,Subsegment Sum,https://www.codechef.com/problems/SEGSM,https://www.codechef.com/submit/SEGSM,15,12.6,https://www.codechef.com/status/SEGSM,medium
1529,Princess and Dragons,https://www.codechef.com/problems/PRINDRAG,https://www.codechef.com/submit/PRINDRAG,15,5.31,https://www.codechef.com/status/PRINDRAG,medium
1530,The Illusionist,https://www.codechef.com/problems/PROC18F,https://www.codechef.com/submit/PROC18F,15,45.61,https://www.codechef.com/status/PROC18F,medium
1531,No Queries No Fun,https://www.codechef.com/problems/NQNF,https://www.codechef.com/submit/NQNF,15,8.05,https://www.codechef.com/status/NQNF,medium
1532,Ada Bishop,https://www.codechef.com/problems/ADASHOP,https://www.codechef.com/submit/ADASHOP,15,28.57,https://www.codechef.com/status/ADASHOP,medium
1533,Shops in Mirzapur,https://www.codechef.com/problems/SHMIRZ,https://www.codechef.com/submit/SHMIRZ,15,16.22,https://www.codechef.com/status/SHMIRZ,medium
1534,Bus Station,https://www.codechef.com/problems/BSTN,https://www.codechef.com/submit/BSTN,15,36.73,https://www.codechef.com/status/BSTN,medium
1535,Magic Array,https://www.codechef.com/problems/MAGARR,https://www.codechef.com/submit/MAGARR,15,17.12,https://www.codechef.com/status/MAGARR,medium
1536,Chef Raffle,https://www.codechef.com/problems/RAFFLE,https://www.codechef.com/submit/RAFFLE,15,45,https://www.codechef.com/status/RAFFLE,medium
1537,Create Permutation,https://www.codechef.com/problems/PERMLIST,https://www.codechef.com/submit/PERMLIST,15,29.41,https://www.codechef.com/status/PERMLIST,medium
1538,Subset Numbering,https://www.codechef.com/problems/SUBNUM,https://www.codechef.com/submit/SUBNUM,15,3.65,https://www.codechef.com/status/SUBNUM,medium
1539,The Secret Recipe,https://www.codechef.com/problems/SECRECP,https://www.codechef.com/submit/SECRECP,15,18.31,https://www.codechef.com/status/SECRECP,medium
1540,Palindromes Machine,https://www.codechef.com/problems/PALMACH,https://www.codechef.com/submit/PALMACH,15,36.96,https://www.codechef.com/status/PALMACH,medium
1541,Apples and Oranges,https://www.codechef.com/problems/APPLE42,https://www.codechef.com/submit/APPLE42,15,15.45,https://www.codechef.com/status/APPLE42,medium
1542,Random Number Generator,https://www.codechef.com/problems/RNG97,https://www.codechef.com/submit/RNG97,15,64,https://www.codechef.com/status/RNG97,medium
1543,Inverse of a Function,https://www.codechef.com/problems/INVXOR,https://www.codechef.com/submit/INVXOR,15,10.53,https://www.codechef.com/status/INVXOR,medium
1544,Maximum GCD Subset,https://www.codechef.com/problems/TREESUB,https://www.codechef.com/submit/TREESUB,15,10.67,https://www.codechef.com/status/TREESUB,medium
1545,GCD of the Submasks,https://www.codechef.com/problems/GCDMASK,https://www.codechef.com/submit/GCDMASK,15,13.48,https://www.codechef.com/status/GCDMASK,medium
1546,Weird Product,https://www.codechef.com/problems/WEIRDMUL,https://www.codechef.com/submit/WEIRDMUL,15,19.32,https://www.codechef.com/status/WEIRDMUL,medium
1547,Rotate the Polyline,https://www.codechef.com/problems/ROTATPOL,https://www.codechef.com/submit/ROTATPOL,15,17.97,https://www.codechef.com/status/ROTATPOL,medium
1548,Coloured Pairings,https://www.codechef.com/problems/COPAIR,https://www.codechef.com/submit/COPAIR,15,8.55,https://www.codechef.com/status/COPAIR,medium
1549,Squares Game,https://www.codechef.com/problems/SQUAGAME,https://www.codechef.com/submit/SQUAGAME,16,19.39,https://www.codechef.com/status/SQUAGAME,medium
1550,Time of collisions,https://www.codechef.com/problems/COLLTIME,https://www.codechef.com/submit/COLLTIME,16,12,https://www.codechef.com/status/COLLTIME,medium
1551,Ciel Numbers III,https://www.codechef.com/problems/CIELNUM3,https://www.codechef.com/submit/CIELNUM3,16,25,https://www.codechef.com/status/CIELNUM3,medium
1552,Guess the Middle,https://www.codechef.com/problems/GUESSMID,https://www.codechef.com/submit/GUESSMID,16,19.19,https://www.codechef.com/status/GUESSMID,medium
1553,Blade Master,https://www.codechef.com/problems/BMASTER,https://www.codechef.com/submit/BMASTER,16,17.95,https://www.codechef.com/status/BMASTER,medium
1554,Arigeom Beats,https://www.codechef.com/problems/ARIGEOM,https://www.codechef.com/submit/ARIGEOM,16,9.23,https://www.codechef.com/status/ARIGEOM,medium
1555,Hotel Balifornia,https://www.codechef.com/problems/HOB,https://www.codechef.com/submit/HOB,16,17.89,https://www.codechef.com/status/HOB,medium
1556,Rook Placement,https://www.codechef.com/problems/AMROOK,https://www.codechef.com/submit/AMROOK,16,29.85,https://www.codechef.com/status/AMROOK,medium
1557,Chef and Strange Graph,https://www.codechef.com/problems/GERALD06,https://www.codechef.com/submit/GERALD06,16,23.19,https://www.codechef.com/status/GERALD06,medium
1558,Chef and the Orders,https://www.codechef.com/problems/ORDERAAM,https://www.codechef.com/submit/ORDERAAM,16,13.87,https://www.codechef.com/status/ORDERAAM,medium
1559,Period on tree,https://www.codechef.com/problems/TREEP,https://www.codechef.com/submit/TREEP,16,19,https://www.codechef.com/status/TREEP,medium
1560,Chef And A Complete Graph,https://www.codechef.com/problems/KCONNECT,https://www.codechef.com/submit/KCONNECT,16,35.29,https://www.codechef.com/status/KCONNECT,medium
1561,Cyclic Shifts,https://www.codechef.com/problems/MINSHIFT,https://www.codechef.com/submit/MINSHIFT,16,12.89,https://www.codechef.com/status/MINSHIFT,medium
1562,Provinces of ChefLand,https://www.codechef.com/problems/SUMPP,https://www.codechef.com/submit/SUMPP,16,13.49,https://www.codechef.com/status/SUMPP,medium
1563,Chef and Finding Direction,https://www.codechef.com/problems/CHEFAFD,https://www.codechef.com/submit/CHEFAFD,16,15.27,https://www.codechef.com/status/CHEFAFD,medium
1564,Chef and Programming Contest by His Friend,https://www.codechef.com/problems/CHEFPCHF,https://www.codechef.com/submit/CHEFPCHF,16,46.88,https://www.codechef.com/status/CHEFPCHF,medium
1565,Y Figures,https://www.codechef.com/problems/YFG,https://www.codechef.com/submit/YFG,16,28.79,https://www.codechef.com/status/YFG,medium
1566,Longest Constrained Subsequence,https://www.codechef.com/problems/LCSTSUB,https://www.codechef.com/submit/LCSTSUB,16,22.34,https://www.codechef.com/status/LCSTSUB,medium
1567,Chef Goro,https://www.codechef.com/problems/CHEFGORO,https://www.codechef.com/submit/CHEFGORO,16,52.5,https://www.codechef.com/status/CHEFGORO,medium
1568,Selinas the Chefs Falling on the Tree,https://www.codechef.com/problems/STCFOTT,https://www.codechef.com/submit/STCFOTT,16,30,https://www.codechef.com/status/STCFOTT,medium
1569,Chef and Queries on a Tree,https://www.codechef.com/problems/CHAQOT,https://www.codechef.com/submit/CHAQOT,16,25,https://www.codechef.com/status/CHAQOT,medium
1570,Ada Function,https://www.codechef.com/problems/ADAFUN,https://www.codechef.com/submit/ADAFUN,16,37.93,https://www.codechef.com/status/ADAFUN,medium
1571,Probability,https://www.codechef.com/problems/PPAP,https://www.codechef.com/submit/PPAP,16,30.77,https://www.codechef.com/status/PPAP,medium
1572,Make it Zero,https://www.codechef.com/problems/INFDIV,https://www.codechef.com/submit/INFDIV,16,30.19,https://www.codechef.com/status/INFDIV,medium
1573,Tree Flow,https://www.codechef.com/problems/TREF,https://www.codechef.com/submit/TREF,16,20.79,https://www.codechef.com/status/TREF,medium
1574,Kth Numbers,https://www.codechef.com/problems/KTH97,https://www.codechef.com/submit/KTH97,16,29.14,https://www.codechef.com/status/KTH97,medium
1575,Stick and polygon,https://www.codechef.com/problems/STICK2,https://www.codechef.com/submit/STICK2,16,36,https://www.codechef.com/status/STICK2,medium
1576,Beauty and The Array,https://www.codechef.com/problems/BEAUAR,https://www.codechef.com/submit/BEAUAR,16,29.41,https://www.codechef.com/status/BEAUAR,medium
1577,Nicks Landing,https://www.codechef.com/problems/LNDNCK,https://www.codechef.com/submit/LNDNCK,16,14.81,https://www.codechef.com/status/LNDNCK,medium
1578,Polygon Containment,https://www.codechef.com/problems/POLCON,https://www.codechef.com/submit/POLCON,16,31.88,https://www.codechef.com/status/POLCON,medium
1579,Bytelandian Robots,https://www.codechef.com/problems/F2,https://www.codechef.com/submit/F2,17,36,https://www.codechef.com/status/F2,medium
1580,Happy Days,https://www.codechef.com/problems/HAPPY,https://www.codechef.com/submit/HAPPY,17,7.47,https://www.codechef.com/status/HAPPY,medium
1581,Integer Sequences,https://www.codechef.com/problems/SEQUENCE,https://www.codechef.com/submit/SEQUENCE,17,27.27,https://www.codechef.com/status/SEQUENCE,medium
1582,Icing Crowns,https://www.codechef.com/problems/CROWNS,https://www.codechef.com/submit/CROWNS,17,45,https://www.codechef.com/status/CROWNS,medium
1583,The Grand Cook Off,https://www.codechef.com/problems/COOKOFF2,https://www.codechef.com/submit/COOKOFF2,17,38.18,https://www.codechef.com/status/COOKOFF2,medium
1584,Restock,https://www.codechef.com/problems/RESTOCK,https://www.codechef.com/submit/RESTOCK,17,22.63,https://www.codechef.com/status/RESTOCK,medium
1585,Mean Mean Medians,https://www.codechef.com/problems/MEANMEDI,https://www.codechef.com/submit/MEANMEDI,17,24.59,https://www.codechef.com/status/MEANMEDI,medium
1586,Gap Filler Game,https://www.codechef.com/problems/GAPFILL,https://www.codechef.com/submit/GAPFILL,17,28.33,https://www.codechef.com/status/GAPFILL,medium
1587,Moving between Floors,https://www.codechef.com/problems/FLOORSMV,https://www.codechef.com/submit/FLOORSMV,17,37.5,https://www.codechef.com/status/FLOORSMV,medium
1588,Peaks,https://www.codechef.com/problems/PEAKS,https://www.codechef.com/submit/PEAKS,17,10.1,https://www.codechef.com/status/PEAKS,medium
1589,Exam Copy,https://www.codechef.com/problems/EXAMCOPY,https://www.codechef.com/submit/EXAMCOPY,17,14.18,https://www.codechef.com/status/EXAMCOPY,medium
1590,Weird Queries,https://www.codechef.com/problems/SBSTCNT,https://www.codechef.com/submit/SBSTCNT,17,36.36,https://www.codechef.com/status/SBSTCNT,medium
1591,Bear and Three Colours,https://www.codechef.com/problems/THREECOL,https://www.codechef.com/submit/THREECOL,17,20.48,https://www.codechef.com/status/THREECOL,medium
1592,Chef and Function,https://www.codechef.com/problems/L56KTH,https://www.codechef.com/submit/L56KTH,17,3.68,https://www.codechef.com/status/L56KTH,medium
1593,Searching for the Recipe,https://www.codechef.com/problems/CHEFLAKE,https://www.codechef.com/submit/CHEFLAKE,17,21.82,https://www.codechef.com/status/CHEFLAKE,medium
1594,K Perfect Matchings,https://www.codechef.com/problems/KPERFMAT,https://www.codechef.com/submit/KPERFMAT,17,25.68,https://www.codechef.com/status/KPERFMAT,medium
1595,Standard Tree Task,https://www.codechef.com/problems/STTT,https://www.codechef.com/submit/STTT,17,27.03,https://www.codechef.com/status/STTT,medium
1596,Mouse Meets Cheese,https://www.codechef.com/problems/MMC,https://www.codechef.com/submit/MMC,17,57.14,https://www.codechef.com/status/MMC,medium
1597,Minimize the Distance,https://www.codechef.com/problems/MINDIST,https://www.codechef.com/submit/MINDIST,17,15.08,https://www.codechef.com/status/MINDIST,medium
1598,Yet Another Mod Mod Mod,https://www.codechef.com/problems/ICM2001,https://www.codechef.com/submit/ICM2001,17,20.88,https://www.codechef.com/status/ICM2001,medium
1599,Perry learns Binary,https://www.codechef.com/problems/CLBIT,https://www.codechef.com/submit/CLBIT,17,17.9,https://www.codechef.com/status/CLBIT,medium
1600,Compress all Subsegments,https://www.codechef.com/problems/SEGCOMPR,https://www.codechef.com/submit/SEGCOMPR,17,22.47,https://www.codechef.com/status/SEGCOMPR,medium
1601,Cutting off Squares,https://www.codechef.com/problems/CUTSQRS,https://www.codechef.com/submit/CUTSQRS,18,21.21,https://www.codechef.com/status/CUTSQRS,medium
1602,Menu,https://www.codechef.com/problems/MENU,https://www.codechef.com/submit/MENU,18,17.12,https://www.codechef.com/status/MENU,medium
1603,The Cursed Room,https://www.codechef.com/problems/MMATCH,https://www.codechef.com/submit/MMATCH,18,32.22,https://www.codechef.com/status/MMATCH,medium
1604,SudokuX,https://www.codechef.com/problems/J1,https://www.codechef.com/submit/J1,18,13.07,https://www.codechef.com/status/J1,medium
1605,Curry Stained Napkin,https://www.codechef.com/problems/F3,https://www.codechef.com/submit/F3,18,14.81,https://www.codechef.com/status/F3,medium
1606,Exit code,https://www.codechef.com/problems/ECODE,https://www.codechef.com/submit/ECODE,18,7.66,https://www.codechef.com/status/ECODE,medium
1607,Chefs Bad Day,https://www.codechef.com/problems/GRIDCHEF,https://www.codechef.com/submit/GRIDCHEF,18,27.55,https://www.codechef.com/status/GRIDCHEF,medium
1608,Glass Measurement,https://www.codechef.com/problems/GLASS,https://www.codechef.com/submit/GLASS,18,24.51,https://www.codechef.com/status/GLASS,medium
1609,Seeding The Pattern,https://www.codechef.com/problems/SEEDS,https://www.codechef.com/submit/SEEDS,18,26.03,https://www.codechef.com/status/SEEDS,medium
1610,Counting Terms,https://www.codechef.com/problems/TERM,https://www.codechef.com/submit/TERM,18,28.4,https://www.codechef.com/status/TERM,medium
1611,Dance Floor Energy,https://www.codechef.com/problems/ENERGY,https://www.codechef.com/submit/ENERGY,18,42.86,https://www.codechef.com/status/ENERGY,medium
1612,Permute Digits,https://www.codechef.com/problems/PERMDIG,https://www.codechef.com/submit/PERMDIG,18,16.36,https://www.codechef.com/status/PERMDIG,medium
1613,Ciel and Battle Arena,https://www.codechef.com/problems/CIELBTL,https://www.codechef.com/submit/CIELBTL,18,37.5,https://www.codechef.com/status/CIELBTL,medium
1614,Little Elephant and CNSes,https://www.codechef.com/problems/LUCKYCOM,https://www.codechef.com/submit/LUCKYCOM,18,21.65,https://www.codechef.com/status/LUCKYCOM,medium
1615,Game Count,https://www.codechef.com/problems/MAXGAME,https://www.codechef.com/submit/MAXGAME,18,30.67,https://www.codechef.com/status/MAXGAME,medium
1616,Peaceful Calculator,https://www.codechef.com/problems/ZENCALC,https://www.codechef.com/submit/ZENCALC,18,30.88,https://www.codechef.com/status/ZENCALC,medium
